threshold_bps,offset_bps,stop_loss_bps,spread_bps,total_pnl,num_trades,win_rate,avg_pnl,max_drawdown
1.0,1.0,2.0,0.5,1231100.1759173332,160,19.1044776119403,3674.925898260696,7200.0
1.0,1.0,2.0,1.0,1227850.1759173332,160,19.1044776119403,3665.224405723383,7200.0
1.0,1.0,5.0,0.1,1205200.1759173332,160,19.1044776119403,3597.612465424875,18000.0
1.0,1.0,5.0,0.5,1202600.1759173332,160,19.1044776119403,3589.8512713950245,18000.0
1.0,1.0,5.0,1.0,1199350.1759173332,160,19.1044776119403,3580.149778857711,18000.0
1.0,1.0,10.0,0.1,1157700.1759173332,160,19.1044776119403,3455.821420648756,42775.720814244356
1.0,1.0,10.0,0.5,1155100.1759173332,160,19.1044776119403,3448.0602266189053,42895.720814244356
1.0,1.0,10.0,1.0,1151850.1759173332,160,19.1044776119403,3438.3587340815916,43045.720814244356
1.0,2.0,2.0,0.1,3052218.607753026,335,44.776119402985074,9111.100321650823,14800.0
1.0,2.0,2.0,0.5,3046218.607753026,335,44.47761194029851,9093.189873889629,14800.0
1.0,2.0,2.0,1.0,3038718.607753026,335,44.47761194029851,9070.801814188137,14800.0
1.0,2.0,5.0,0.1,2996718.607753026,335,44.776119402985074,8945.428679859779,37000.0
1.0,2.0,5.0,0.5,2990718.607753026,335,44.47761194029851,8927.518232098584,37000.0
1.0,2.0,5.0,1.0,2983218.607753026,335,44.47761194029851,8905.130172397092,37000.0
1.0,2.0,10.0,0.1,2904773.3181278696,335,44.776119402985074,8670.96512873991,74165.65436484851
1.0,2.0,10.0,0.5,2898693.3181278696,335,44.47761194029851,8652.815875008566,74485.65436484851
1.0,2.0,10.0,1.0,2891110.4573677694,335,44.47761194029851,8630.180469754536,74885.65436484851
1.0,3.0,2.0,0.1,3068522.72629009,335,44.776119402985074,9159.769332209224,14800.0
1.0,3.0,2.0,0.5,3062522.72629009,335,44.776119402985074,9141.85888444803,14800.0
1.0,3.0,2.0,1.0,3055022.72629009,335,44.776119402985074,9119.470824746537,14800.0
1.0,3.0,5.0,0.1,3013118.457813414,335,44.776119402985074,8994.383456159445,37000.0
1.0,3.0,5.0,0.5,3007078.457813414,335,44.776119402985074,8976.353605413176,37000.0
1.0,3.0,5.0,1.0,2999528.457813414,335,44.776119402985074,8953.81629198034,37000.0
1.0,3.0,10.0,0.1,2921299.887645775,335,44.776119402985074,8720.29817207694,74000.0
1.0,3.0,10.0,0.5,2915219.887645775,335,44.776119402985074,8702.148918345598,74000.0
1.0,3.0,10.0,1.0,2907619.887645775,335,44.776119402985074,8679.462351181417,74000.0
1.0,4.0,2.0,0.1,3084826.8448271556,335,44.776119402985074,9208.43834276763,14800.0
1.0,4.0,2.0,0.5,3078826.8448271556,335,44.776119402985074,9190.527895006435,14800.0
1.0,4.0,2.0,1.0,3071326.8448271556,335,44.776119402985074,9168.139835304943,14800.0
1.0,4.0,5.0,0.1,3029536.458259059,335,44.776119402985074,9043.392412713609,37000.0
1.0,4.0,5.0,0.5,3023496.458259059,335,44.776119402985074,9025.36256196734,37000.0
1.0,4.0,5.0,1.0,3015946.458259059,335,44.776119402985074,9002.825248534506,37000.0
1.0,4.0,10.0,0.1,2937917.0644606417,335,44.776119402985074,8769.90168495714,74000.0
1.0,4.0,10.0,0.5,2931797.0644606417,335,44.776119402985074,8751.633028240722,74000.0
1.0,4.0,10.0,1.0,2924147.0644606417,335,44.776119402985074,8728.797207345198,74000.0
1.0,5.0,2.0,0.1,3101154.4587047044,335,44.776119402985074,9257.177488670759,14800.0
1.0,5.0,2.0,0.5,3095130.963364221,335,44.776119402985074,9239.196905564839,14800.0
1.0,5.0,2.0,1.0,3087630.963364221,335,44.776119402985074,9216.808845863347,14800.0
1.0,5.0,5.0,0.1,3045954.4587047044,335,44.776119402985074,9092.401369267774,37000.0
1.0,5.0,5.0,0.5,3039914.4587047044,335,44.776119402985074,9074.371518521506,37000.0
1.0,5.0,5.0,1.0,3032364.4587047044,335,44.776119402985074,9051.83420508867,37000.0
1.0,5.0,10.0,0.1,2954551.9901967905,335,44.776119402985074,8819.558179691912,74000.0
1.0,5.0,10.0,0.5,2948431.9901967905,335,44.776119402985074,8801.289522975494,74000.0
1.0,5.0,10.0,1.0,2940781.9901967905,335,44.776119402985074,8778.453702079973,74000.0
2.0,1.0,2.0,0.1,0.0,0,0.0,0.0,0.0
2.0,1.0,2.0,0.5,0.0,0,0.0,0.0,0.0
2.0,1.0,2.0,1.0,0.0,0,0.0,0.0,0.0
2.0,1.0,5.0,0.1,0.0,0,0.0,0.0,0.0
2.0,1.0,5.0,0.5,0.0,0,0.0,0.0,0.0
2.0,1.0,5.0,1.0,0.0,0,0.0,0.0,0.0
2.0,1.0,10.0,0.1,0.0,0,0.0,0.0,0.0
2.0,1.0,10.0,0.5,0.0,0,0.0,0.0,0.0
2.0,1.0,10.0,1.0,0.0,0,0.0,0.0,0.0
2.0,2.0,2.0,0.1,1234607.5833340343,130,18.507462686567163,3685.395771146371,5800.0
2.0,2.0,2.0,0.5,1232127.5833340343,130,18.507462686567163,3677.9927860717444,5800.0
2.0,2.0,2.0,1.0,1229027.5833340343,130,18.507462686567163,3668.739054728461,5800.0
2.0,2.0,5.0,0.1,1214207.5833340343,130,18.507462686567163,3624.5002487583115,14500.0
2.0,2.0,5.0,0.5,1211727.5833340343,130,18.507462686567163,3617.0972636836846,14500.0
2.0,2.0,5.0,1.0,1208627.5833340343,130,18.507462686567163,3607.843532340401,14500.0
2.0,2.0,10.0,0.1,1180207.5833340343,130,18.507462686567163,3523.0077114448786,29000.0
2.0,2.0,10.0,0.5,1177727.5833340343,130,18.507462686567163,3515.6047263702517,29000.0
2.0,2.0,10.0,1.0,1174627.5833340343,130,18.507462686567163,3506.350995026968,29000.0
2.0,3.0,2.0,0.1,3068522.72629009,335,44.776119402985074,9159.769332209224,14800.0
2.0,3.0,2.0,0.5,3062522.72629009,335,44.776119402985074,9141.85888444803,14800.0
2.0,3.0,2.0,1.0,3055022.72629009,335,44.776119402985074,9119.470824746537,14800.0
2.0,3.0,5.0,0.1,3013118.457813414,335,44.776119402985074,8994.383456159445,37000.0
2.0,3.0,5.0,0.5,3007078.457813414,335,44.776119402985074,8976.353605413176,37000.0
2.0,3.0,5.0,1.0,2999528.457813414,335,44.776119402985074,8953.81629198034,37000.0
2.0,3.0,10.0,0.1,2921299.887645775,335,44.776119402985074,8720.29817207694,74000.0
2.0,3.0,10.0,0.5,2915219.887645775,335,44.776119402985074,8702.148918345598,74000.0
2.0,3.0,10.0,1.0,2907619.887645775,335,44.776119402985074,8679.462351181417,74000.0
2.0,4.0,2.0,0.1,3084826.8448271556,335,44.776119402985074,9208.43834276763,14800.0
2.0,4.0,2.0,0.5,3078826.8448271556,335,44.776119402985074,9190.527895006435,14800.0
2.0,4.0,2.0,1.0,3071326.8448271556,335,44.776119402985074,9168.139835304943,14800.0
2.0,4.0,5.0,0.1,3029536.458259059,335,44.776119402985074,9043.392412713609,37000.0
2.0,4.0,5.0,0.5,3023496.458259059,335,44.776119402985074,9025.36256196734,37000.0
2.0,4.0,5.0,1.0,3015946.458259059,335,44.776119402985074,9002.825248534506,37000.0
2.0,4.0,10.0,0.1,2937917.0644606417,335,44.776119402985074,8769.90168495714,74000.0
2.0,4.0,10.0,0.5,2931797.0644606417,335,44.776119402985074,8751.633028240722,74000.0
2.0,4.0,10.0,1.0,2924147.0644606417,335,44.776119402985074,8728.797207345198,74000.0
2.0,5.0,2.0,0.1,3101154.4587047044,335,44.776119402985074,9257.177488670759,14800.0
2.0,5.0,2.0,0.5,3095130.963364221,335,44.776119402985074,9239.196905564839,14800.0
2.0,5.0,2.0,1.0,3087630.963364221,335,44.776119402985074,9216.808845863347,14800.0
2.0,5.0,5.0,0.1,3045954.4587047044,335,44.776119402985074,9092.401369267774,37000.0
2.0,5.0,5.0,0.5,3039914.4587047044,335,44.776119402985074,9074.371518521506,37000.0
2.0,5.0,5.0,1.0,3032364.4587047044,335,44.776119402985074,9051.83420508867,37000.0
2.0,5.0,10.0,0.1,2954551.9901967905,335,44.776119402985074,8819.558179691912,74000.0
2.0,5.0,10.0,0.5,2948431.9901967905,335,44.776119402985074,8801.289522975494,74000.0
2.0,5.0,10.0,1.0,2940781.9901967905,335,44.776119402985074,8778.453702079973,74000.0
3.0,1.0,2.0,0.1,0.0,0,0.0,0.0,0.0
3.0,1.0,2.0,0.5,0.0,0,0.0,0.0,0.0
3.0,1.0,2.0,1.0,0.0,0,0.0,0.0,0.0
3.0,1.0,5.0,0.1,0.0,0,0.0,0.0,0.0
3.0,1.0,5.0,0.5,0.0,0,0.0,0.0,0.0
3.0,1.0,5.0,1.0,0.0,0,0.0,0.0,0.0
3.0,1.0,10.0,0.1,0.0,0,0.0,0.0,0.0
3.0,1.0,10.0,0.5,0.0,0,0.0,0.0,0.0
3.0,1.0,10.0,1.0,0.0,0,0.0,0.0,0.0
3.0,2.0,2.0,0.1,0.0,0,0.0,0.0,0.0
3.0,2.0,2.0,0.5,0.0,0,0.0,0.0,0.0
3.0,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0
3.0,2.0,5.0,0.1,0.0,0,0.0,0.0,0.0
3.0,2.0,5.0,0.5,0.0,0,0.0,0.0,0.0
3.0,2.0,5.0,1.0,0.0,0,0.0,0.0,0.0
3.0,2.0,10.0,0.1,0.0,0,0.0,0.0,0.0
3.0,2.0,10.0,0.5,0.0,0,0.0,0.0,0.0
3.0,2.0,10.0,1.0,0.0,0,0.0,0.0,0.0
3.0,3.0,2.0,0.1,1136323.1076457775,116,16.119402985074625,3392.0092765545596,5000.0
3.0,3.0,2.0,0.5,1134163.1076457775,116,16.119402985074625,3385.56151536053,5000.0
3.0,3.0,2.0,1.0,1131463.1076457775,116,16.119402985074625,3377.5018138679925,5000.0
3.0,3.0,5.0,0.1,1117723.1076457775,116,16.119402985074625,3336.4868884948582,12500.0
3.0,3.0,5.0,0.5,1115563.1076457775,116,16.119402985074625,3330.0391273008286,12500.0
3.0,3.0,5.0,1.0,1112863.1076457775,116,16.119402985074625,3321.979425808291,12500.0
3.0,3.0,10.0,0.1,1086723.1076457775,116,16.119402985074625,3243.9495750620226,25000.0
3.0,3.0,10.0,0.5,1084563.1076457775,116,16.119402985074625,3237.5018138679925,25000.0
3.0,3.0,10.0,1.0,1081863.1076457775,116,16.119402985074625,3229.4421123754555,25000.0
3.0,4.0,2.0,0.1,3084826.8448271556,335,44.776119402985074,9208.43834276763,14800.0
3.0,4.0,2.0,0.5,3078826.8448271556,335,44.776119402985074,9190.527895006435,14800.0
3.0,4.0,2.0,1.0,3071326.8448271556,335,44.776119402985074,9168.139835304943,14800.0
3.0,4.0,5.0,0.1,3029536.458259059,335,44.776119402985074,9043.392412713609,37000.0
3.0,4.0,5.0,0.5,3023496.458259059,335,44.776119402985074,9025.36256196734,37000.0
3.0,4.0,5.0,1.0,3015946.458259059,335,44.776119402985074,9002.825248534506,37000.0
3.0,4.0,10.0,0.1,2937917.0644606417,335,44.776119402985074,8769.90168495714,74000.0
3.0,4.0,10.0,0.5,2931797.0644606417,335,44.776119402985074,8751.633028240722,74000.0
3.0,4.0,10.0,1.0,2924147.0644606417,335,44.776119402985074,8728.797207345198,74000.0
3.0,5.0,2.0,0.1,3101154.4587047044,335,44.776119402985074,9257.177488670759,14800.0
3.0,5.0,2.0,0.5,3095130.963364221,335,44.776119402985074,9239.196905564839,14800.0
3.0,5.0,2.0,1.0,3087630.963364221,335,44.776119402985074,9216.808845863347,14800.0
3.0,5.0,5.0,0.1,3045954.4587047044,335,44.776119402985074,9092.401369267774,37000.0
3.0,5.0,5.0,0.5,3039914.4587047044,335,44.776119402985074,9074.371518521506,37000.0
3.0,5.0,5.0,1.0,3032364.4587047044,335,44.776119402985074,9051.83420508867,37000.0
3.0,5.0,10.0,0.1,2954551.9901967905,335,44.776119402985074,8819.558179691912,74000.0
3.0,5.0,10.0,0.5,2948431.9901967905,335,44.776119402985074,8801.289522975494,74000.0
3.0,5.0,10.0,1.0,2940781.9901967905,335,44.776119402985074,8778.453702079973,74000.0
4.0,1.0,2.0,0.1,0.0,0,0.0,0.0,0.0
4.0,1.0,2.0,0.5,0.0,0,0.0,0.0,0.0
4.0,1.0,2.0,1.0,0.0,0,0.0,0.0,0.0
4.0,1.0,5.0,0.1,0.0,0,0.0,0.0,0.0
4.0,1.0,5.0,0.5,0.0,0,0.0,0.0,0.0
4.0,1.0,5.0,1.0,0.0,0,0.0,0.0,0.0
4.0,1.0,10.0,0.1,0.0,0,0.0,0.0,0.0
4.0,1.0,10.0,0.5,0.0,0,0.0,0.0,0.0
4.0,1.0,10.0,1.0,0.0,0,0.0,0.0,0.0
4.0,2.0,2.0,0.1,0.0,0,0.0,0.0,0.0
4.0,2.0,2.0,0.5,0.0,0,0.0,0.0,0.0
4.0,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0
4.0,2.0,5.0,0.1,0.0,0,0.0,0.0,0.0
4.0,2.0,5.0,0.5,0.0,0,0.0,0.0,0.0
4.0,2.0,5.0,1.0,0.0,0,0.0,0.0,0.0
4.0,2.0,10.0,0.1,0.0,0,0.0,0.0,0.0
4.0,2.0,10.0,0.5,0.0,0,0.0,0.0,0.0
4.0,2.0,10.0,1.0,0.0,0,0.0,0.0,0.0
4.0,3.0,2.0,0.1,0.0,0,0.0,0.0,0.0
4.0,3.0,2.0,0.5,0.0,0,0.0,0.0,0.0
4.0,3.0,2.0,1.0,0.0,0,0.0,0.0,0.0
4.0,3.0,5.0,0.1,0.0,0,0.0,0.0,0.0
4.0,3.0,5.0,0.5,0.0,0,0.0,0.0,0.0
4.0,3.0,5.0,1.0,0.0,0,0.0,0.0,0.0
4.0,3.0,10.0,0.1,0.0,0,0.0,0.0,0.0
4.0,3.0,10.0,0.5,0.0,0,0.0,0.0,0.0
4.0,3.0,10.0,1.0,0.0,0,0.0,0.0,0.0
4.0,4.0,2.0,0.1,744222.7130903826,90,11.343283582089553,2221.5603375832316,6948.339329446317
4.0,4.0,2.0,0.5,742702.7130903827,90,11.343283582089553,2217.0230241503964,6988.339329446317
4.0,4.0,2.0,1.0,740802.7130903827,90,11.343283582089553,2211.3513823593516,7038.339329446317
4.0,4.0,5.0,0.1,728622.7130903827,90,11.343283582089553,2174.9931734041274,17748.339329446317
4.0,4.0,5.0,0.5,727102.7130903827,90,11.343283582089553,2170.455859971292,17788.339329446317
4.0,4.0,5.0,1.0,725202.7130903827,90,11.343283582089553,2164.784218180247,17838.339329446317
4.0,4.0,10.0,0.1,702713.3203873425,90,11.343283582089553,2097.6517026487836,35748.33932944632
4.0,4.0,10.0,0.5,701153.3203873425,90,11.343283582089553,2092.994986230873,35788.33932944632
4.0,4.0,10.0,1.0,699203.3203873425,90,11.343283582089553,2087.174090708485,35838.33932944632
4.0,5.0,2.0,0.1,3101154.4587047044,335,44.776119402985074,9257.177488670759,14800.0
4.0,5.0,2.0,0.5,3095130.963364221,335,44.776119402985074,9239.196905564839,14800.0
4.0,5.0,2.0,1.0,3087630.963364221,335,44.776119402985074,9216.808845863347,14800.0
4.0,5.0,5.0,0.1,3045954.4587047044,335,44.776119402985074,9092.401369267774,37000.0
4.0,5.0,5.0,0.5,3039914.4587047044,335,44.776119402985074,9074.371518521506,37000.0
4.0,5.0,5.0,1.0,3032364.4587047044,335,44.776119402985074,9051.83420508867,37000.0
4.0,5.0,10.0,0.1,2954551.9901967905,335,44.776119402985074,8819.558179691912,74000.0
4.0,5.0,10.0,0.5,2948431.9901967905,335,44.776119402985074,8801.289522975494,74000.0
4.0,5.0,10.0,1.0,2940781.9901967905,335,44.776119402985074,8778.453702079973,74000.0
